id,name,created_at,metadata
8a108fcd-c548-4016-83a4-7e68166ddef2,hello,2024-06-14T14:40:40.486Z,"{'id': '4e5aa024-aaca-42af-8ad8-80477df1f76b', 'env': '{}', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
564ace30-8e69-4924-a640-846befdb56cf,,2024-05-02T21:18:24.167Z,"{'id': '05ec963d-5867-4b2f-95cd-0a5fb112a1ad', 'env': '{}', 'name': 'Give me a comprehensive list of all of the resources available for ECE students', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
9438b29f-9263-4691-8f1c-57dc58411cd1,,2024-05-01T22:26:31.913Z,"{'id': '512e04ab-bf72-4d95-9bba-76c9204f6869', 'env': '{}', 'name': 'Why is canvas so slow?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
058545dd-b989-4995-b9be-5e82faca3a0f,,2024-04-27T20:26:16.602Z,"{'id': '90c08299-9ab8-4b8f-ab21-0f0f0689bff1', 'env': '{}', 'name': 'What did the Hilltop Scholars program used to be called?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
dc48db7b-d2f0-4c40-82ae-b90df32eb994,,2024-04-27T19:38:28.687Z,"{'id': '3985f9d7-292d-4d04-b761-3bb88028d132', 'env': '{}', 'name': 'Where can I get food for meal swipes or flex on weekends?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
863ed8cc-4311-49f1-9810-0c3009d1338d,,2024-04-27T19:33:43.519Z,"{'id': '01ae4543-023b-4e68-8a1d-6ee8a8cb4556', 'env': '{}', 'name': 'Where is the Scholar’s den?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
7159149a-7f35-45f4-b3b1-c8d087e47df7,,2024-04-27T05:38:44.554Z,"{'id': 'd5dc09a8-ff33-4b0a-8fbd-3c3c1a293926', 'env': '{}', 'name': 'Where can I eat some good food? ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
21063e9d-5988-4764-8a9a-da5fa714ab5c,,2024-04-25T22:25:08.233Z,"{'id': '54d899c7-a8b9-41ef-80d0-61a5f924c771', 'env': '{}', 'name': 'what are some classes for a major in computer science?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
b36665a4-6671-460c-918a-d910ff5bd375,,2024-04-25T19:34:40.100Z,"{'id': '58a7bcf8-1c7e-4dde-9e43-9a9c831b64aa', 'env': '{}', 'name': 'what courses are required for the statistical science degree', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
1f916ad5-0eb8-40c6-a417-831735c9c160,,2024-04-22T14:04:33.071Z,"{'id': 'a84b6b96-c891-4080-88b0-33fd4b09e762', 'env': '{}', 'name': 'I need food', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
4a4bb427-ebc2-4f0f-8221-dd7f2035e3a9,,2024-04-19T23:57:25.360Z,"{'id': 'd8bf3b42-3e83-4892-9887-75b396ba8906', 'env': '{}', 'name': 'What classes do you offer? ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
b9590a1f-cae6-4c06-aead-f88045d0e727,,2024-04-19T23:28:34.933Z,"{'id': '723a46d3-65f8-47ac-a01f-bbfd1cfda22b', 'env': '{}', 'name': 'Where do I find the best lunch on campus', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
88772c3d-dc92-4e97-a587-90f0d90d0730,,2024-04-19T23:25:27.778Z,"{'id': '762ac32d-43eb-4663-acda-dd79fe1001e8', 'env': '{}', 'name': 'I want to be a hedge fund manager. What should I do nexT?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
fcd257ae-52da-4f03-9e29-21b93e14eeaf,,2024-04-16T14:40:50.318Z,"{'id': '37cf9c48-d276-4201-b162-7232f879773c', 'env': '{}', 'name': 'How do I declare a major in Economics?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
00e2ab96-a2a2-4f0e-9419-7bb47ad3d97f,,2024-04-15T19:34:27.622Z,"{'id': 'aea4d74d-0be3-45f3-8d94-38a4f38b17ce', 'env': '{}', 'name': 'What are the courses I need to take for an international film studies minor?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
7263b4e2-7057-4f64-993c-e1dd821188a0,,2024-04-12T17:08:52.332Z,"{'id': 'bc3d8f86-f750-4d6a-9e1d-706d0b2c7ad0', 'env': '{}', 'name': 'Give me the average cost of finanical aid for a business major of one semester', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
6abc1bc0-13dc-4971-8e77-83b2fb43fd6a,,2024-04-10T21:48:32.830Z,"{'id': 'fdda7116-df38-4adc-a255-0dad80ec13bf', 'env': '{}', 'name': 'Can I take CS5343 without taking CS1342', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
ea596604-3385-4e76-b193-b6d76ab4de68,,2024-04-10T19:18:26.766Z,"{'id': 'af0dfb79-b811-461d-a23b-0f696ad3c8e8', 'env': '{}', 'name': 'Which scholarships are available to me as a SMU student?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
f4e7f85b-bcae-46e3-97e0-cc144845e3a2,,2024-04-09T19:58:50.387Z,"{'id': '211daaf5-4da8-4878-a6e6-65cbe9476aa9', 'env': '{}', 'name': ""i'm a second year business student, what classes can i take to finish my graduation requirement"", 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
3cb2eaa6-8b0f-4c54-9b24-d2e0f8236e34,,2024-04-09T19:10:18.700Z,"{'id': 'a92adcf5-3285-4c09-b5a6-fcfe61cba2eb', 'env': '{}', 'name': 'Where can I find my counsoler info', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
898a4095-7343-4921-86a3-821aa4b97abc,,2024-04-09T15:50:28.402Z,"{'id': '4395d435-64cc-43d6-8d76-03fee0689b92', 'env': '{}', 'name': 'where can I find my class syllabus?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
2aa4a093-f3bc-46f6-9317-1cf946dc14b7,,2024-04-08T22:19:50.124Z,"{'id': '8c1408bd-da16-41f9-81e8-b2bb778abc5b', 'env': '{}', 'name': 'is smu upper division housing only for juniors and seniors?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
aaa1ba62-47da-4619-89c2-41a1b60f1d2e,,2024-04-08T14:09:44.391Z,"{'id': 'b680eec7-4ade-49f6-b8a2-282e191638d6', 'env': '{}', 'name': 'How do I enroll?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
f64ded4e-d0c2-417e-8f3a-cbfbf2660647,,2024-04-05T16:16:39.859Z,"{'id': 'a01045bf-309c-48a3-b389-ee44fe4a8623', 'env': '{}', 'name': 'hi - how do I get financial aid at SMU?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
c76dab3b-4309-4a9a-a764-5d23b899b95e,,2024-04-05T15:21:25.663Z,"{'id': '1b4d5baa-cb02-433e-b8f6-ef42fd50399b', 'env': '{}', 'name': 'How do i find out when classes will be offered?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
6caa1f21-7bb8-4130-8228-46dd17306d29,,2024-04-04T19:31:03.470Z,"{'id': 'f7920a69-e9a9-4e0f-aa37-b8fee18c1748', 'env': '{}', 'name': 'Who’s the best econ professor ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
05b50f7b-77ae-4d97-b941-70b98d24d34e,,2024-04-04T19:09:15.341Z,"{'id': '113cbf9f-28ed-4584-a7a4-3dcf5e3e136e', 'env': '{}', 'name': 'what year was the cox school of business built', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
31b1f1da-97dd-4a5d-807d-9e519428754c,,2024-04-04T14:00:23.168Z,"{'id': '5090615e-4484-4747-a6b4-c203c8e4c425', 'env': '{}', 'name': 'LIst all courses approved for Oral Communications within the CC', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
08c7fc5a-759f-4ddb-b12f-3bd688d65479,,2024-04-02T23:29:47.623Z,"{'id': '65243bc8-acdd-4160-aa49-8c5be62071c3', 'env': '{}', 'name': 'where can i get food super late at night when on campus dining is closed?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
6cb44c4b-5f7a-46fd-b676-5c0251a319ac,,2024-04-02T20:17:23.050Z,"{'id': 'bf454080-55b4-4967-82a2-917158fdca1e', 'env': '{}', 'name': ""what's at the dining hall today"", 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
299ccf7f-0433-4059-bd2a-2e2084d4ae0d,,2024-04-02T17:56:46.403Z,"{'id': '9afae0c3-b523-4052-8951-ba1f2743a8b7', 'env': '{}', 'name': 'What classes do I need for a computer science degree?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
c0b0ced5-fdba-468f-96dc-7bffbdd1f665,,2024-04-01T23:41:13.219Z,"{'id': 'afbd92c9-b26b-4d1f-be0d-b4c0c1020325', 'env': '{}', 'name': 'what events are going on this week? ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
0599a2f4-0c01-4b6b-aaf1-17ebca847d69,,2024-04-01T23:05:44.453Z,"{'id': '0f5539a3-ab5b-408b-90b4-06abd0e2c0cf', 'env': '{}', 'name': 'What classes should I take as a sophomore CS major?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
6f93f37f-404a-4b2b-8d90-1212e8ce6188,,2024-04-01T19:53:28.400Z,"{'id': '292a889d-1f04-4c4f-8a66-745872b72f2e', 'env': '{}', 'name': 'I am a sophomore and I have to take 3 advanced elective econ classes next semester, which ones should I take?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
f3e6c30c-a1da-4665-a9a5-134df2e44980,,2024-04-01T19:05:28.269Z,"{'id': '3636df35-1f63-41db-bc4f-02b40fd59e5f', 'env': '{}', 'name': 'What WRTR courses are available?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
276c8865-43e8-4034-97d4-0f13c7e47027,,2024-03-29T16:13:06.004Z,"{'id': 'fa64052b-15ea-4c1c-8cc2-088cb5f3325a', 'env': '{}', 'name': 'Hi! Iinterested in double majoring in Music BA and Accounting BBA.How many credits would I need to take per semster in order to finish in 4 years', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
01aebbc6-dbcf-4a05-ade9-5b1bb70405e2,,2024-03-29T01:25:22.127Z,"{'id': 'fdcebdbd-72d7-48cf-a0a8-4ae5a9109e56', 'env': '{}', 'name': 'How many credit hours does someone who is double majoring in computer science and finance must take each semester over 4 years', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
4719ae66-3a84-4f70-86f0-858db4519c45,,2024-03-28T22:47:50.772Z,"{'id': '0f5539a3-ab5b-408b-90b4-06abd0e2c0cf', 'env': '{}', 'name': 'Are there any psychology courses about culture', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
c62c8c7c-0597-4813-8a2f-db1f58329e24,,2024-03-28T21:39:42.485Z,"{'id': '639b9f29-4179-4359-b981-13d72698069e', 'env': '{}', 'name': 'when is enrollment for fall 2024 ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
7c5d1b62-2896-4cfe-aa6a-ebe7b1229c88,,2024-03-28T20:33:14.377Z,"{'id': '5f7d1faa-a03c-4d89-a591-6f7e036a4314', 'env': '{}', 'name': 'How many course hours do I need for a Bachelor of Science in Computer Science', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
a4e587ea-b0c3-4c31-a92c-b85f6730c6b4,,2024-03-28T20:18:49.747Z,"{'id': '6565417c-eaeb-40c8-9b18-d5cdf29645ba', 'env': '{}', 'name': 'how many credits do i need to get a mathematics b.s. degree', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
74d6a46c-bfec-42ae-aa8e-b30015be40ff,,2024-03-28T19:42:59.929Z,"{'id': 'b85985ea-3242-4321-ba4d-89650646cae6', 'env': '{}', 'name': 'Hi PerunaBot! I want to take undergrad Business Ethics. Do I need any pre-reqs?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
d9b94a60-dd0f-4b39-9daf-5b9123c1bf6c,,2024-03-28T17:17:56.722Z,"{'id': 'd9f806c8-f5bf-40ea-90e0-bed4fb477488', 'env': '{}', 'name': 'what courses should i take for computer science', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
4ae0219f-4bfe-437a-9701-f983ea808a88,,2024-03-28T15:13:07.027Z,"{'id': '71ee1215-165c-4a09-be56-9cf4ab062581', 'env': '{}', 'name': 'where can i go on campus to get information about scholarships?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
81011c06-6966-40d0-99f6-9821a4db369f,,2024-03-28T14:34:56.918Z,"{'id': 'c6ef14d4-f706-4d52-9310-dce592498541', 'env': '{}', 'name': 'How do I get funding for my research project?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
8c8185b4-535d-4a58-a032-7ca392dfbd26,,2024-03-27T17:46:13.291Z,"{'id': '972a1602-9740-4289-a0ad-faa9601bdc84', 'env': '{}', 'name': 'What are the requirements for majoring in Economics BS', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
da24e7dc-52c0-4f8b-8486-c0a079215edd,,2024-03-27T17:06:55.313Z,"{'id': '331ab650-38d9-43e4-b81c-0482a0aa231f', 'env': '{}', 'name': 'Hello PerunaBot!', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
114dd30e-a2e7-4c4f-b1e8-e4ce26d09090,,2024-03-27T16:47:01.470Z,"{'id': '9d64f807-77ed-4ef5-9a52-a66faaaeb3df', 'env': '{}', 'name': 'what are the core classes for the human rights major?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
f1de10a1-4530-4ca5-b8cb-99e3c9bdec24,,2024-03-27T03:06:54.706Z,"{'id': '9fae302a-21d2-4154-ade0-341ebbc10647', 'env': '{}', 'name': 'How many Peruna mascots have there been in SMU history?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
bbc5122c-d4e5-4942-9acd-bcb1343c5d59,,2024-03-26T21:49:53.410Z,"{'id': 'b2f3f180-bf32-41de-8ac3-ddbea303967c', 'env': '{}', 'name': 'What courses are needed for the ai/ml track in CS', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
7efb8eb3-827e-43d6-996b-764acb359d35,,2024-03-26T20:05:56.837Z,"{'id': 'ee2eaa3c-b931-4f8b-b5e9-c3e0027af5cf', 'env': '{}', 'name': 'give me common curiculum classes', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
074a6aa8-70cf-4d38-9734-63d65a3c1af8,,2024-03-26T13:49:54.676Z,"{'id': '2e0dac54-8c57-4c5b-9e0c-09d5c37eb083', 'env': '{}', 'name': 'where is deadman ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
d921af94-8e26-44a2-9f1a-748c65eba0cd,,2024-03-26T13:42:56.175Z,"{'id': 'f5de8c5d-2cb1-4cfc-b946-ede649cdaa4d', 'env': '{}', 'name': 'Where can I find open pianos on campus?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
a372a6d7-3df7-4343-9b12-46dad6926f1f,,2024-03-26T13:36:36.097Z,"{'id': '333ccce3-657a-4782-8ee6-44a3e6f9fc0f', 'env': '{}', 'name': 'What’s your name?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
d15ec17f-ed7d-4b58-82a2-3d76e60eee67,,2024-03-26T02:19:13.081Z,"{'id': 'edcf61ae-0d57-4495-aef9-bb3f384fe94d', 'env': '{}', 'name': 'Hey', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
ff708bc9-a1d1-4450-8786-990cc4c91329,,2024-03-25T20:48:27.014Z,"{'id': 'd08fa100-3e0d-45ca-bfaa-02e843bb76c9', 'env': '{}', 'name': ""How do I apply to SMU's music program?"", 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
4601fa7c-bff4-4bb8-84e8-587dce0c7eaf,,2024-03-25T20:00:08.075Z,"{'id': '17fa1c41-6e5d-41e6-a180-7a9856c44330', 'env': '{}', 'name': 'Does SMU have a music program?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
a09711b7-b4db-4fed-9b93-f66447770c8a,,2024-03-25T19:13:40.884Z,"{'id': '0b0e95c1-6d79-4957-9e4d-35dce03365d3', 'env': '{}', 'name': 'what are the dorms like', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
7342f981-1991-4f2b-85e1-3be0f2033331,,2024-03-25T18:49:20.179Z,"{'id': '9963d6a8-3c05-438c-91d0-76a64aef681f', 'env': '{}', 'name': 'How many building are in SMU?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
a84682b7-2693-4b99-bcbc-fb90498440eb,,2024-03-25T17:59:03.316Z,"{'id': '59e6574c-a597-41b6-a909-e8346e1135ac', 'env': '{}', 'name': 'tell me about the electrical and comupter engineering undergraduate program at Lyle', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
70a0968a-0ffc-4aae-945b-dff1e0141540,,2024-03-25T17:50:57.028Z,"{'id': '2435b8d1-3639-40bc-bc86-4c096ad422b5', 'env': '{}', 'name': 'what programs does lyle school of engineering offer at the graduate level', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
1f9fbc71-ab81-4011-9b19-597ac850fcb4,,2024-03-25T09:09:20.906Z,"{'id': 'ceac0ca3-6214-40ad-9b4e-4757d793d1d6', 'env': '{}', 'name': 'what gpa do i need to make the SMU honor roll?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
5381e6fc-704f-4674-9f86-c13105a3bc41,,2024-03-24T19:42:05.225Z,"{'id': 'a0dc5bba-91d5-4277-89ab-1427c75b5b19', 'env': '{}', 'name': 'I am a comp sci major and want help picking classes next semester. I just took algorithms (cs 3353), can you help me find out what class i should take next? ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
553d5cd7-b55a-4f64-8a9b-e4cc58e844cc,,2024-03-24T17:47:59.504Z,"{'id': 'f4e95ef6-2a12-4810-b1d0-e53c52dcd8a8', 'env': '{}', 'name': 'I need to graduate with a Physics degree and a Dance degree in four years. What classes will I need to take, and how many hours will I need to take each semester?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
500fc521-5222-4a68-8273-0744156547c8,,2024-03-24T16:29:34.917Z,"{'id': '8575bcd5-6882-473c-a7cf-880bc316eb0f', 'env': '{}', 'name': 'What are some clubs on campus I can join?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
830a6143-2b70-42be-bfc5-94f0fe79efc8,,2024-03-24T07:45:26.878Z,"{'id': '20154b8a-ca64-46ca-a9fb-4dc24df98019', 'env': '{}', 'name': 'What is 17 + 20?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
c6f3fadb-3c64-404b-bf41-c2d1f474071a,,2024-03-23T21:24:37.883Z,"{'id': 'd72a62d6-9807-45ef-9bf1-3859af01b022', 'env': '{}', 'name': 'What resources does SMU libraries have on “Do the Right Thing” by Spike Lee?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
738aa24f-b5cc-417a-b37e-2dc07575dd2a,,2024-03-23T17:25:27.027Z,"{'id': 'e2697781-55bf-4e05-a573-c9e29d104d8e', 'env': '{}', 'name': 'What classes will help fill in my science breadth', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
